100000  700000
83316  99279  50
83316  33295  61
83316  40476  35
83316  48232  39
83317  2060  74
83317  40008  42
83317  76993  81
83317  15727  32
83317  65338  77
83317  7924  27
83317  77537  18
83318  3021  7
83318  470  66
83318  56837  92
83318  91353  13
83318  31670  94
83318  11011  43
83318  35588  26
83319  27961  79
83319  53441  62
83319  9181  61
83319  71716  26
83319  56663  95
83319  38953  63
83319  75089  54
83320  330  85
83320  61449  12
83320  252  18
83320  88036  7
83320  79924  29
83320  1339  4
83320  39396  94
83321  53303  99
83321  95601  33
83321  88585  62
83321  79158  12
83321  85263  56
83321  58265  86
83321  74478  1
83322  91076  58
83322  24886  90
83322  5287  24
83322  89520  8
83322  68678  60
83322  40796  10
83322  17977  61
83323  54897  16
83323  68614  38
83323  78114  86
83323  59768  22
83323  32798  54
83323  77593  83
83323  35326  25
83324  62491  76
83324  76081  73
83324  83067  86
83324  8839  58
83324  34974  53
83324  31935  74
83324  63922  25
83325  95287  95
83325  89339  85
83325  55415  19
83325  31798  9
83325  61578  99
83325  74899  8
83325  54797  74
83326  40937  77
83326  23445  94
83326  3917  42
83326  68873  47
83326  45759  39
83326  34518  63
83326  12208  36
83327  75062  58
83327  88022  81
83327  80858  52
83327  61270  75
83327  95815  33
83327  70746  57
83327  65429  71
83328  32490  42
83328  65866  87
83328  44855  68
83328  25878  12
83328  51849  39
83328  43643  93
83328  25928  4
83329  91653  56
83329  26251  14
83329  3148  58
83329  28261  86
83329  86613  74
83329  56684  5
83329  40321  60
83330  4049  94
83330  34452  83
83330  33443  24
83330  82652  27
83330  45092  89
83330  9411  80
83330  27663  37
83331  55134  96
83331  84399  20
83331  25020  4
83331  87282  49
83331  37162  32
83331  38216  3
83331  84229  1
83332  22636  30
83332  2170  30
83332  70655  97
83332  30441  1
83332  1725  37
83332  35138  42
83332  92711  7
83333  82471  71
83333  52091  98
83333  14339  37
83333  62149  30
83333  27285  15
83333  47863  58
83333  95803  97
83334  66015  55
83334  78292  31
83334  76129  28
83334  84046  85
83334  76970  16
83334  89151  38
83334  79451  14
83335  63328  64
83335  30448  9
83335  16249  83
83335  21281  22
83335  67277  61
83335  8937  71
83335  4931  89
83336  31245  82
83336  23438  13
83336  43330  36
83336  36167  68
83336  28462  31
83336  72596  30
83336  72515  13
83337  63317  36
83337  41290  61
83337  87191  28
83337  30979  85
83337  35937  2
83337  70848  96
83337  29003  23
83338  80191  58
83338  25183  2
83338  20181  83
83338  68516  99
83338  57873  73
83338  74921  12
83338  38163  67
83339  84332  85
83339  35822  51
83339  93716  47
83339  29904  37
83339  13883  33
83339  66231  71
83339  90824  48
83340  8739  56
83340  39279  95
83340  72386  92
83340  47678  30
83340  87823  100
83340  36397  57
83340  61153  17
83341  28909  97
83341  28078  47
83341  2005  10
83341  341  4
83341  63828  16
83341  15752  9
83341  6953  75
83342  4731  38
83342  40130  17
83342  2371  14
83342  2408  8
83342  30801  1
83342  18957  65
83342  32646  97
83343  79316  77
83343  66324  67
83343  68890  84
83343  3257  20
83343  66401  78
83343  45620  63
83343  6026  5
83344  82298  70
83344  36643  18
83344  77021  60
83344  56719  29
83344  10613  98
83344  63791  26
83344  52463  37
83345  64054  10
83345  95053  36
83345  8586  31
83345  7403  78
83345  42723  36
83345  65413  84
83345  76089  71
83346  40330  13
83346  44546  67
83346  33297  18
83346  68723  96
83346  86467  27
83346  78760  89
83346  16555  37
83347  90151  6
83347  84636  45
83347  57241  59
83347  93076  77
83347  93005  57
83347  1716  47
83347  50642  26
83348  52507  6
83348  88500  9
83348  88634  71
83348  17540  24
83348  56482  83
83348  5630  88
83348  58925  31
83349  99139  5
83349  28544  39
83349  44626  51
83349  3149  8
83349  92755  32
83349  48357  33
83349  71120  53
83350  4971  50
83350  12828  96
83350  89995  54
83350  98370  68
83350  75737  49
83350  76471  61
83350  74397  81
83351  69592  55
83351  84173  4
83351  60751  38
83351  44476  80
83351  86230  77
83351  37702  25
83351  14289  54
83352  70641  9
83352  52157  96
83352  48497  1
83352  22118  36
83352  52091  6
83352  36336  6
83352  90409  68
83353  11724  17
83353  94758  10
83353  36486  76
83353  38013  35
83353  26664  73
83353  13668  13
83353  68690  48
83354  45347  85
83354  49015  63
83354  60314  6
83354  24146  85
83354  80423  79
83354  81062  44
83354  91489  9
83355  36400  41
83355  96494  51
83355  94047  4
83355  80964  65
83355  96511  22
83355  9222  27
83355  3630  51
83356  18010  28
83356  83654  94
83356  86221  24
83356  21064  1
83356  42978  57
83356  69527  48
83356  62787  96
83357  37879  95
83357  26898  59
83357  36019  15
83357  47588  55
83357  71895  89
83357  83761  81
83357  54607  96
83358  82577  60
83358  80549  76
83358  23264  90
83358  20608  9
83358  15847  81
83358  95902  3
83358  11677  47
83359  43497  77
83359  33651  49
83359  15267  62
83359  90895  46
83359  46749  25
83359  49560  53
83359  46079  86
83360  95036  82
83360  23049  17
83360  59907  17
83360  23545  44
83360  36251  75
83360  48288  39
83360  30030  37
83361  83669  13
83361  92251  17
83361  74366  2
83361  94179  96
83361  6243  27
83361  45640  69
83361  72342  43
83362  97081  15
83362  9048  43
83362  59523  34
83362  25473  44
83362  43544  70
83362  63810  76
83362  80154  95
83363  56992  79
83363  39602  33
83363  45191  22
83363  66562  52
83363  77353  13
83363  76463  11
83363  72631  20
83364  67616  91
83364  84526  84
83364  77095  26
83364  97272  98
83364  72830  22
83364  45788  16
83364  36637  78
83365  68729  68
83365  74567  37
83365  79453  37
83365  98894  95
83365  9207  23
83365  2750  84
83365  27699  30
83366  43720  56
83366  9397  76
83366  35632  60
83366  63392  20
83366  73891  38
83366  39309  83
83366  57874  91
83367  3066  84
83367  24354  34
83367  62432  44
83367  81369  73
83367  76643  45
83367  90297  4
83367  84985  79
83368  7030  76
83368  90918  17
83368  16129  92
83368  62645  66
83368  80511  82
83368  94907  95
83368  95808  47
83369  99667  57
83369  27746  54
83369  76866  41
83369  25178  76
83369  87231  50
83369  94978  89
83369  59497  81
83370  82336  9
83370  39481  45
83370  60076  99
83370  65276  45
83370  1701  1
83370  51937  42
83370  97189  85
83371  39180  82
83371  65663  7
83371  80714  66
83371  3197  24
83371  68070  30
83371  95726  71
83371  64497  18
83372  7619  2
83372  23540  63
83372  44801  23
83372  51327  94
83372  48818  28
83372  4454  88
83372  34172  68
83373  44296  45
83373  23407  75
83373  43601  38
83373  51368  25
83373  62051  93
83373  79305  97
83373  3128  18
83374  44687  58
83374  37400  28
83374  58895  72
83374  80874  54
83374  53517  63
83374  77321  80
83374  50672  75
83375  91556  49
83375  97270  12
83375  98241  94
83375  44425  70
83375  64612  68
83375  30815  24
83375  42653  15
83376  35181  71
83376  3794  47
83376  60122  74
83376  74383  94
83376  54648  46
83376  33869  80
83376  98602  91
83377  47274  100
83377  70898  51
83377  57827  85
83377  41636  40
83377  96379  50
83377  23487  73
83377  93397  50
83378  86768  86
83378  56530  66
83378  51460  36
83378  52553  97
83378  51604  16
83378  13441  62
83378  8580  24
83379  34209  20
83379  84024  13
83379  39218  5
83379  33699  1
83379  63786  76
83379  34971  23
83379  53777  68
83380  77871  19
83380  66300  45
83380  5576  22
83380  57837  6
83380  51218  19
83380  67781  30
83380  69646  50
83381  89835  63
83381  44456  79
83381  97961  93
83381  57931  64
83381  26979  28
83381  9190  96
83381  5792  14
83382  34856  31
83382  83689  56
83382  51339  35
83382  58302  60
83382  79949  72
83382  12783  78
83382  61697  96
83383  87634  32
83383  23418  74
83383  9914  84
83383  77355  24
83383  90960  4
83383  43622  41
83383  50788  61
83384  57692  61
83384  99256  9
83384  60777  15
83384  64750  71
83384  53293  39
83384  46836  99
83384  25886  17
83385  79939  12
83385  87877  93
83385  26532  42
83385  22581  96
83385  56830  11
83385  1231  87
83385  70088  99
83386  3130  35
83386  60721  89
83386  86270  96
83386  27748  78
83386  56871  32
83386  16896  53
83386  29483  52
83387  36498  30
83387  84275  89
83387  27229  10
83387  54109  65
83387  11704  41
83387  46903  91
83387  91009  36
83388  30962  4
83388  27959  75
83388  25825  71
83388  10870  17
83388  50250  48
83388  18574  89
83388  40038  70
83389  751  86
83389  7267  62
83389  42077  97
83389  57970  58
83389  68031  59
83389  7709  86
83389  13715  8
83390  60327  9
83390  76664  18
83390  90919  9
83390  58404  37
83390  85610  46
83390  13713  28
83390  23878  83
83391  14136  1
83391  90536  60
83391  97054  10
83391  97285  22
83391  17517  99
83391  93634  14
83391  42986  71
83392  21611  61
83392  37578  36
83392  72718  45
83392  56201  52
83392  64352  27
83392  50074  54
83392  80150  22
83393  4999  80
83393  37719  71
83393  62762  87
83393  45591  31
83393  67137  51
83393  51496  14
83393  70145  36
83394  22044  86
83394  73446  67
83394  737  75
83394  83685  56
83394  51634  59
83394  28737  88
83394  81193  31
83395  1074  56
83395  70726  58
83395  1167  26
83395  9697  64
83395  99056  72
83395  50960  8
83395  79977  23
83396  39171  92
83396  99481  51
83396  83897  33
83396  9662  47
83396  88139  65
83396  47621  85
83396  80200  48
83397  71702  70
83397  86267  21
83397  38068  24
83397  72508  48
83397  70782  47
83397  79045  25
83397  93243  100
83398  2357  10
83398  85438  34
83398  96628  62
83398  5736  100
83398  36371  18
83398  93769  4
83398  60640  100
83399  17414  72
83399  14219  88
83399  38210  88
83399  38929  90
83399  84180  50
83399  8564  4
83399  58663  47
83400  61746  19
83400  56256  11
83400  81732  16
83400  38895  13
83400  52215  47
83400  53868  39
83400  21216  96
83401  81713  51
83401  36095  2
83401  89828  37
83401  57748  29
83401  65158  66
83401  79053  25
83401  29830  58
83402  72674  9
83402  68346  31
83402  78757  45
83402  38510  15
83402  42741  69
83402  53200  73
83402  22379  86
83403  99262  71
83403  89161  4
83403  32494  34
83403  38341  30
83403  94207  1
83403  93230  36
83403  68266  68
83404  40617  94
83404  17273  26
83404  44042  15
83404  95163  12
83404  80844  86
83404  34511  60
83404  52459  24
83405  26622  5
83405  26363  88
83405  85788  39
83405  25190  16
83405  85926  27
83405  84928  28
83405  73905  58
83406  29433  50
83406  13619  25
83406  80266  34
83406  51098  52
83406  34954  43
83406  36232  53
83406  82413  9
83407  18632  17
83407  14297  54
83407  78430  96
83407  24899  18
83407  3832  6
83407  4022  56
83407  6685  29
83408  86066  94
83408  41060  24
83408  82438  12
83408  74534  89
83408  49791  22
83408  46857  8
83408  40873  47
83409  75301  70
83409  92839  67
83409  34326  12
83409  24092  54
83409  24173  4
83409  48570  70
83409  59102  27
83410  45973  70
83410  61371  9
83410  45087  43
83410  50735  84
83410  21611  34
83410  25009  8
83410  73336  43
83411  40200  33
83411  11222  93
83411  88314  82
83411  13546  35
83411  60330  60
83411  18574  74
83411  6153  13
83412  71815  28
83412  28086  77
83412  75704  28
83412  25010  58
83412  14202  42
83412  41045  41
83412  85391  56
83413  23745  25
83413  38465  79
83413  91963  15
83413  87371  47
83413  33074  19
83413  67757  53
83413  14607  35
83414  43626  7
83414  98429  32
83414  82539  6
83414  73978  99
83414  50127  2
83414  71007  14
83414  36827  16
83415  59483  42
83415  38842  98
83415  33266  62
83415  35268  39
83415  67974  45
83415  86657  52
83415  68284  13
83416  11284  9
83416  30812  34
83416  49977  60
83416  75684  71
83416  46941  23
83416  34472  79
83416  57614  34
83417  34635  12
83417  53771  57
83417  99829  54
83417  93664  10
83417  16509  62
83417  12945  13
83417  31176  40
83418  98328  58
83418  5106  42
83418  48201  61
83418  1744  35
83418  94910  30
83418  24882  54
83418  84630  76
83419  44780  56
83419  2364  39
83419  1122  91
83419  89776  82
83419  76727  89
83419  81840  31
83419  50103  57
83420  52254  33
83420  67247  30
83420  90133  23
83420  81485  54
83420  32524  77
83420  79525  60
83420  6953  41
83421  57726  17
83421  26776  69
83421  87202  52
83421  96700  68
83421  9640  65
83421  22629  11
83421  48400  21
83422  46062  27
83422  71289  98
83422  4251  66
83422  27023  12
83422  95158  52
83422  29075  24
83422  72798  85
83423  5951  50
83423  59504  91
83423  72262  66
83423  73460  26
83423  34708  21
83423  2737  29
83423  88  51
83424  49000  96
83424  86511  42
83424  62545  79
83424  54056  88
83424  58995  16
83424  74625  78
83424  44708  55
83425  80497  90
83425  89509  45
83425  35082  83
83425  85951  47
83425  76987  8
83425  92236  4
83425  11034  3
83426  43992  3
83426  37101  91
83426  87444  95
83426  14960  99
83426  27746  9
83426  88254  29
83426  23992  13
83427  42058  43
83427  97857  33
83427  75667  36
83427  10140  40
83427  28836  52
83427  20719  13
83427  73225  28
83428  91362  63
83428  1592  99
83428  28821  52
83428  59941  89
83428  70463  44
83428  76714  64
83428  19233  15
83429  53002  73
83429  93960  21
83429  73176  49
83429  94019  33
83429  25434  68
83429  4105  84
83429  65803  54
83430  75703  62
83430  24534  70
83430  55432  91
83430  93715  88
83430  52537  50
83430  24925  91
83430  3791  16
83431  23220  1
83431  55500  23
83431  62661  7
83431  9069  89
83431  16080  84
83431  43600  16
83431  31456  42
83432  37004  87
83432  91804  27
83432  73855  88
83432  13642  40
83432  31728  6
83432  91904  54
83432  36551  80
83433  56754  47
83433  78713  80
83433  29864  50
83433  76139  33
83433  25913  28
83433  19570  29
83433  13637  85
83434  85724  74
83434  47881  15
83434  34164  72
83434  31146  52
83434  24798  68
83434  82861  16
83434  64829  56
83435  1495  84
83435  2757  69
83435  43387  90
83435  39049  23
83435  57769  56
83435  97450  60
83435  22544  48
83436  30161  29
83436  94317  82
83436  66445  28
83436  43865  2
83436  7402  30
83436  1793  16
83436  11258  84
83437  72700  7
83437  93133  66
83437  43303  9
83437  99817  45
83437  35508  68
83437  52464  89
83437  64918  80
83438  74142  15
83438  28680  71
83438  98720  3
83438  41686  14
83438  9044  55
83438  65633  82
83438  2454  87
83439  95009  57
83439  34527  45
83439  62006  7
83439  96978  50
83439  93877  37
83439  35003  44
83439  88646  18
83440  19744  1
83440  790  11
83440  56957  72
83440  50661  66
83440  9255  12
83440  37416  41
83440  25531  72
83441  45483  99
83441  18355  23
83441  95711  96
83441  6075  82
83441  99474  41
83441  55513  31
83441  62717  58
83442  18534  57
83442  10810  75
83442  40323  57
83442  89293  17
83442  21862  27
83442  91018  57
83442  27074  14
83443  4882  26
83443  56129  89
83443  36848  43
83443  11038  56
83443  23422  59
83443  96245  27
83443  85328  19
83444  59617  44
83444  21329  93
83444  15628  87
83444  49884  33
83444  49586  85
83444  11684  10
83444  69346  24
83445  3331  91
83445  85001  48
83445  59202  71
83445  73118  94
83445  20229  25
83445  80060  9
83445  75825  63
83446  89176  52
83446  29043  2
83446  28826  36
83446  23889  32
83446  69681  68
83446  8188  92
83446  42862  26
83447  6193  33
83447  33537  73
83447  27457  84
83447  98888  91
83447  7369  84
83447  87783  45
83447  40403  4
83448  16052  32
83448  75196  100
83448  24664  19
83448  40518  69
83448  40789  95
83448  90722  99
83448  78106  88
83449  12165  16
83449  28835  23
83449  30317  65
83449  97663  13
83449  19609  70
83449  37667  15
83449  22154  5
83450  23116  50
83450  20752  50
83450  45901  15
83450  11793  65
83450  67986  31
83450  3067  56
83450  55646  75
83451  35504  58
83451  28860  50
83451  46728  42
83451  81773  100
83451  18223  70
83451  40798  81
83451  83957  4
83452  27767  49
83452  65847  2
83452  19707  77
83452  30920  78
83452  94639  87
83452  8240  67
83452  18619  96
83453  14428  29
83453  55975  40
83453  54534  52
83453  8036  58
83453  22303  58
83453  34906  24
83453  10823  53
83454  81600  61
83454  10541  47
83454  9295  89
83454  98884  64
83454  20434  92
83454  74556  91
83454  6047  44
83455  15009  70
83455  53657  48
83455  679  67
83455  68296  87
83455  85570  14
83455  65290  61
83455  7926  90
83456  63837  64
83456  99388  71
83456  49450  70
83456  24193  62
83456  18059  14
83456  91911  49
83456  23182  92
83457  96105  51
83457  34737  56
83457  16697  66
83457  32577  48
83457  10379  41
83457  54831  51
83457  2062  35
83458  26840  72
83458  69171  21
83458  85585  50
83458  87882  22
83458  98899  1
83458  34552  88
83458  26338  50
83459  78317  7
83459  199  99
83459  79069  60
83459  66748  68
83459  23578  26
83459  95616  51
83459  32330  51
83460  34968  13
83460  71935  22
83460  87069  88
83460  48247  93
83460  54663  83
83460  39426  41
83460  17418  47
83461  15389  66
83461  6137  83
83461  38470  92
83461  84850  94
83461  14573  16
83461  60548  3
83461  30046  85
83462  18733  26
83462  11023  10
83462  30393  99
83462  25916  78
83462  76073  34
83462  35146  84
83462  47098  95
83463  64367  10
83463  71486  6
83463  6786  76
83463  19603  69
83463  34552  99
83463  7589  60
83463  52683  44
83464  1500  79
83464  23860  59
83464  97218  69
83464  7193  33
83464  2607  1
83464  9306  51
83464  26899  94
83465  32222  4
83465  99750  40
83465  86188  26
83465  57150  76
83465  2543  62
83465  63056  38
83465  25397  18
83466  28365  2
83466  67869  58
83466  46372  42
83466  92538  19
83466  66836  65
83466  11410  56
83466  84544  11
83467  28197  20
83467  67095  6
83467  75091  63
83467  86224  63
83467  89017  50
83467  75053  13
83467  40324  38
83468  55762  74
83468  5168  55
83468  85438  39
83468  8175  95
83468  99792  50
83468  44687  97
83468  8041  26
83469  290  53
83469  47500  87
83469  50511  74
83469  38081  51
83469  71148  7
83469  10863  69
83469  41321  79
83470  21787  58
83470  72596  57
83470  29767  96
83470  85067  84
83470  93206  6
83470  29830  1
83470  82974  90
83471  47901  2
83471  77569  90
83471  12572  74
83471  3833  6
83471  8381  49
83471  10186  46
83471  51751  4
83472  20407  10
83472  85825  80
83472  24048  89
83472  61559  28
83472  91680  7
83472  7630  34
83472  30796  33
83473  85884  27
83473  9055  14
83473  69442  61
83473  931  28
83473  54061  46
83473  67769  70
83473  36302  38
83474  83281  86
83474  10263  20
83474  62334  56
83474  25457  54
83474  16293  33
83474  75561  64
83474  77352  23
83475  77183  74
83475  49702  2
83475  42349  35
83475  9260  80
83475  56396  83
83475  44709  37
83475  63662  75
83476  26337  24
83476  27669  13
83476  21082  48
83476  63771  11
83476  63165  59
83476  48046  76
83476  26637  22
83477  49991  21
83477  28386  100
83477  11271  64
83477  8343  98
83477  67459  74
83477  52875  5
83477  55326  49
83478  66818  2
83478  97357  61
83478  5567  33
83478  61876  82
83478  48822  40
83478  19851  75
83478  22363  75
83479  14185  50
83479  28931  24
83479  78341  33
83479  30915  76
83479  71145  76
83479  88054  92
83479  43204  26
83480  5142  59
83480  5207  51
83480  30116  10
83480  1874  37
83480  35919  14
83480  80047  52
83480  27223  97
83481  69944  42
83481  56082  75
83481  7215  14
83481  84502  92
83481  2476  14
83481  42000  39
83481  38518  31
83482  69928  49
83482  39980  47
83482  16709  23
83482  47791  1
83482  78253  70
83482  40635  50
83482  42522  49
83483  29117  63
83483  93149  95
83483  97292  30
83483  81788  45
83483  47444  71
83483  49349  34
83483  50683  17
83484  14457  64
83484  21330  49
83484  77881  14
83484  32628  13
83484  34062  51
83484  3153  40
83484  62801  70
83485  25542  2
83485  70100  95
83485  56515  43
83485  90560  38
83485  3263  48
83485  46874  78
83485  45702  22
83486  61811  88
83486  59588  67
83486  72204  79
83486  25875  99
83486  13794  7
83486  65019  56
83486  43643  78
83487  22489  90
83487  83483  69
83487  38765  69
83487  94186  74
83487  78172  54
83487  36912  41
83487  72175  83
83488  83037  10
83488  61548  30
83488  40820  93
83488  22845  1
83488  84284  21
83488  68089  27
83488  93882  56
83489  28559  24
83489  61584  46
83489  63553  44
83489  1962  90
83489  39303  9
83489  54290  46
83489  56196  41
83490  48216  40
83490  58052  13
83490  59936  79
83490  35475  13
83490  82690  10
83490  81214  28
83490  66575  7
83491  50153  100
83491  58217  16
83491  544  68
83491  41353  46
83491  19666  75
83491  6645  49
83491  86873  19
83492  78664  88
83492  27669  57
83492  67510  96
83492  44591  94
83492  90228  84
83492  56208  86
83492  92657  47
83493  10238  92
83493  91438  7
83493  36948  67
83493  40874  58
83493  57933  5
83493  60405  3
83493  8341  6
83494  62329  44
83494  35241  55
83494  91059  24
83494  1235  43
83494  85519  14
83494  94952  10
83494  14330  78
83495  92223  69
83495  90941  59
83495  29776  10
83495  53305  45
83495  7218  78
83495  19937  66
83495  6021  87
83496  97739  57
83496  12517  31
83496  80768  50
83496  10331  16
83496  89172  18
83496  67903  81
83496  7129  69
83497  32946  39
83497  35365  57
83497  97126  31
83497  23423  5
83497  94180  39
83497  23094  57
83497  55071  65
83498  31174  9
83498  19242  34
83498  77764  64
83498  22661  4
83498  61072  59
83498  83464  22
83498  86988  22
83499  25613  74
83499  82939  58
83499  632  31
83499  53594  95
83499  64066  47
83499  75324  65
83499  61591  13
83500  36217  8
83500  99330  76
83500  11170  32
83500  14810  64
83500  37281  100
83500  56423  5
83500  75800  77
83501  3592  54
83501  55107  34
83501  88544  9
83501  61993  32
83501  80350  57
83501  18976  8
83501  90459  69
83502  45076  78
83502  3510  100
83502  72599  2
83502  99232  27
83502  1909  27
83502  34773  40
83502  48670  72
83503  96464  94
83503  95424  12
83503  59458  12
83503  39381  18
83503  23499  60
83503  28932  58
83503  13540  51
83504  71011  8
83504  97780  58
83504  77817  44
83504  89067  66
83504  83008  80
83504  53859  23
83504  74334  31
83505  74699  57
83505  84968  66
83505  64327  7
83505  39364  33
83505  60420  79
83505  37639  45
83505  64332  20
83506  41174  84
83506  88065  40
83506  53149  62
83506  13026  21
83506  17498  56
83506  10507  33
83506  70971  10
83507  18935  20
83507  47039  38
83507  40568  90
83507  7634  28
83507  89557  19
83507  26902  74
83507  64945  24
83508  34079  58
83508  31638  96
83508  18331  91
83508  19787  26
83508  26731  71
83508  11149  78
83508  82182  2
83509  9229  15
83509  68463  6
83509  69081  82
83509  881  17
83509  21855  45
83509  4200  19
83509  713  45
83510  8140  25
83510  68369  80
83510  4292  51
83510  29846  8
83510  80543  48
83510  97708  14
83510  24869  47
83511  62812  61
83511  75871  31
83511  10828  57
83511  59079  44
83511  49617  92
83511  5247  44
83511  89715  54
83512  50239  30
83512  9138  96
83512  25550  34
83512  37259  79
83512  79954  72
83512  32626  99
83512  44532  12
83513  36287  46
83513  45849  6
83513  23105  54
83513  39319  79
83513  88116  97
83513  84707  4
83513  3623  64
83514  86058  92
83514  34747  26
83514  49274  84
83514  31625  13
83514  55167  53
83514  47484  47
83514  72723  22
83515  46999  58
83515  60532  56
83515  94950  88
83515  89659  34
83515  90386  89
83515  92773  68
83515  67924  64
83516  43820  10
83516  78181  28
83516  76271  37
83516  92979  8
83516  96277  35
83516  57705  70
83516  80523  56
83517  67164  98
83517  1334  79
83517  26857  53
83517  74889  91
83517  51374  46
83517  65004  68
83517  86251  49
83518  24032  22
83518  10609  100
83518  28237  90
83518  21845  12
83518  5994  89
83518  91508  79
83518  28237  70
83519  12747  100
83519  71511  8
83519  34972  92
83519  35674  19
83519  39341  94
83519  68281  56
83519  85602  36
83520  23967  85
83520  50444  67
83520  5891  86
83520  6276  17
83520  91710  94
83520  5220  76
83520  13884  13
83521  51821  5
83521  81285  44
83521  92317  83
83521  6581  92
83521  42888  32
83521  32028  8
83521  39898  28
83522  68979  99
83522  52522  96
83522  1457  34
83522  43607  76
83522  12044  77
83522  31904  63
83522  32454  12
83523  51326  58
83523  65791  59
83523  85658  50
83523  13972  86
83523  89310  98
83523  1654  9
83523  94509  99
83524  78170  93
83524  3648  7
83524  96996  66
83524  92382  29
83524  30846  82
83524  48301  72
83524  24574  49
83525  92740  77
83525  15555  81
83525  20465  43
83525  60916  90
83525  74960  6
83525  66471  83
83525  49429  31
83526  75597  78
83526  59899  15
83526  59911  2
83526  22321  5
83526  25446  47
83526  44518  18
83526  7962  52
83527  26689  31
83527  41083  5
83527  49829  91
83527  19758  82
83527  12911  94
83527  57315  44
83527  95947  18
83528  99247  82
83528  34268  72
83528  68745  79
83528  99625  5
83528  84229  21
83528  9667  34
83528  29499  71
83529  93319  67
83529  40432  37
83529  64912  69
83529  94683  27
83529  83135  82
83529  55783  68
83529  41187  99
83530  39854  89
83530  36706  100
83530  14825  76
83530  31597  79
83530  2344  61
83530  54006  12
83530  52576  3
83531  35444  32
83531  74048  96
83531  10016  9
83531  2353  66
83531  97701  94
83531  11618  22
83531  74086  87
83532  7061  25
83532  75950  17
83532  74908  5
83532  71662  44
83532  93055  14
83532  8371  43
83532  78517  8
83533  15863  14
83533  80690  22
83533  79348  67
83533  42889  67
83533  98590  45
83533  88160  55
83533  68558  59
83534  55057  82
83534  86879  10
83534  14695  85
83534  53356  26
83534  71504  62
83534  44842  54
83534  53377  83
83535  43992  10
83535  60716  92
83535  5569  50
83535  68962  85
83535  87784  56
83535  85757  9
83535  34989  23
83536  10349  96
83536  10021  34
83536  77783  43
83536  50493  21
83536  772  43
83536  96440  83
83536  62028  65
83537  41174  87
83537  72396  23
83537  96938  77
83537  13972  20
83537  93087  71
83537  71361  33
83537  5087  79
83538  66754  21
83538  31346  11
83538  32746  96
83538  37449  37
83538  39450  93
83538  6661  40
83538  35484  61
83539  76092  72
83539  30479  96
83539  61214  55
83539  85116  59
83539  87936  30
83539  45467  95
83539  70918  51
83540  5160  62
83540  67296  5
83540  52013  31
83540  99933  85
83540  51590  92
83540  62097  4
83540  55834  59
83541  60063  82
83541  8781  14
83541  8067  92
83541  53387  45
83541  60729  27
83541  71694  30
83541  9243  51
83542  47395  54
83542  37262  40
83542  56503  7
83542  83126  19
83542  87503  49
83542  72755  77
83542  87543  1
83543  67516  55
83543  64442  5
83543  19406  2
83543  608  56
83543  50242  64
83543  68054  11
83543  47722  74
83544  1053  20
83544  66548  52
83544  95109  65
83544  68699  33
83544  18402  47
83544  70187  9
83544  53746  13
83545  47593  89
83545  14441  22
83545  35733  30
83545  91163  34
83545  46168  22
83545  82570  33
83545  90732  94
83546  9392  31
83546  49793  27
83546  10938  100
83546  98461  32
83546  26694  72
83546  40869  35
83546  70581  12
83547  19659  88
83547  24372  65
83547  36421  54
83547  26838  2
83547  66999  90
83547  90846  13
83547  16825  30
83548  95087  2
83548  98501  83
83548  57584  4
83548  40713  68
83548  20283  26
83548  40653  22
83548  93819  52
83549  36739  65
83549  30965  47
83549  84369  47
83549  82378  71
83549  67085  60
83549  61655  91
83549  65384  71
83550  16795  93
83550  41790  74
83550  92257  43
83550  96527  40
83550  61373  93
83550  24973  3
83550  41008  23
83551  69821  13
83551  39439  97
83551  34888  90
83551  93090  21
83551  53  58
83551  48888  39
83551  23868  87
83552  9276  46
83552  84362  27
83552  13598  90
83552  34326  48
83552  13206  10
83552  71491  19
83552  69121  74
83553  51015  78
83553  62554  66
83553  38205  2
83553  97069  84
83553  52973  91
83553  92064  25
83553  48854  22
83554  77223  94
83554  57162  47
83554  69520  53
83554  38348  8
83554  63770  45
83554  30244  31
83554  35664  71
83555  9722  22
83555  75775  51
83555  50377  4
83555  76732  2
83555  55570  69
83555  27593  77
83555  8504  47
83556  59028  54
83556  77584  89
83556  42055  27
83556  83994  22
83556  64055  72
83556  69963  90
83556  17256  10
83557  14242  59
83557  72273  32
83557  46772  26
83557  80186  80
83557  22728  57
83557  22666  27
83557  90091  8
83558  14112  50
83558  36447  71
83558  38351  97
83558  11164  12
83558  37751  40
83558  65978  56
83558  29641  91
83559  59875  53
83559  73206  89
83559  78147  96
83559  44033  74
83559  33581  6
83559  2727  82
83559  29950  48
83560  20627  42
83560  60944  66
83560  52714  65
83560  51591  52
83560  61099  47
83560  52002  38
83560  14077  13
83561  16195  38
83561  8310  49
83561  57092  63
83561  52229  55
83561  30603  91
83561  73669  97
83561  60556  60
83562  8484  35
83562  37232  23
83562  4099  77
83562  58342  4
83562  46906  22
83562  59238  70
83562  99101  89
83563  43530  14
83563  95443  4
83563  8221  51
83563  68817  60
83563  51064  98
83563  40726  78
83563  18352  33
83564  75586  45
83564  36347  85
83564  38595  51
83564  27761  48
83564  71318  77
83564  47573  48
83564  63200  8
83565  85951  27
83565  42338  73
83565  75632  66
83565  74896  74
83565  39109  7
83565  78765  14
83565  80595  35
83566  50800  74
83566  16206  13
83566  98523  89
83566  91582  83
